第1道答案: 9’2051/4181
第5550道答案: 423’9535/10647
第5551道答案: 15’23533/32852
第5552道答案: 1’84389/88033
第5553道答案: 279515259/685641152
第5554道答案: 39612813/42219493
第5555道答案: 2’12991651/43704360
第5556道答案: 3’32415/155227
第5557道答案: 35’7673/16830
第5558道答案: 140815/296022
第5559道答案: 2’39069/49952
第5560道答案: 5227045/885763036
第5561道答案: 3’11058463/16729415
第5562道答案: 10668453/36015044
第5563道答案: 63669977/165293750
第5564道答案: 3469496/6819005
第5565道答案: 6’524099/3367686
第5566道答案: 12567/131930
第5567道答案: 1’74909305/191433452
第5568道答案: 110800/420903
第5569道答案: 2’32941/61864
第5570道答案: 49224/63143
第5571道答案: 12685267/47866783
第5572道答案: 1’44661/103508
第5573道答案: 1282059479/1620425854
第5574道答案: 365547/592016
第5575道答案: 2’3585/93661
第5576道答案: 5’1537/497310
第5577道答案: 1’30445/78793
第5578道答案: 129024442/356033685
第5579道答案: 4’112368667/122409894
第5580道答案: 2’2669113/14638200
第5581道答案: 2’87/880
第5582道答案: 1’765080963/1292571710
第5583道答案: 91’109/475
第5584道答案: 21735/433843
第5585道答案: 1’385700113/636283532
第5586道答案: 217203301/1908427352
第5587道答案: 10’618362/1991703
第5588道答案: 1281/1738
第5589道答案: 4’4363421/46614332
第5590道答案: 1’556429268/1259833867
第5591道答案: 2’3415549/9913090
第5592道答案: 66941/427431
第5593道答案: 2’234/259
第5594道答案: 1’40387/77803
第5595道答案: 1’753157/785325
第5596道答案: 4’56125/90158
第5597道答案: 15’54778/112959
第5598道答案: 1’109569/2267540
第5599道答案: 1’6827/11253
第5600道答案: 2’678952/2978521
第5601道答案: 3’6735/82517
第5602道答案: 1’49988/54107
第5603道答案: 2’191371051/288354600
第5604道答案: 6’1166831/4229400
第5605道答案: 17651/24060
第5606道答案: 48237/55880
第5607道答案: 85365991/127089594
第5608道答案: 2’943810/1986771
第5609道答案: 1’658967/719460
第5610道答案: 5218849/21581487
第5611道答案: 2’82320327/292540304
第5612道答案: 467750687/920701924
第5613道答案: 1’5219045/63994392
第5614道答案: 2’6077083/37379685
第5615道答案: 33460809/34538270
第5616道答案: 11’1221/2869
第5617道答案: 192339941/579882274
第5618道答案: 3’19471/311559
第5619道答案: 28905/69628
第5620道答案: 5’9951703/67545660
第5621道答案: 1’280723047/457154924
第5622道答案: 1’34450945/1724919604
第5623道答案: 3’15604557/42559852
第5624道答案: 2’203209/838593
第5625道答案: 149’236/1793
第5626道答案: 3’22150821/29243168
第5627道答案: 11129/76516
第5628道答案: 8’5198785/104830437
第5629道答案: 132687/159040
第5630道答案: 338493219/1628107205
第5631道答案: 2’1651/2580
第5632道答案: 11521971/276674800
第5633道答案: 15’2491/14268
第5634道答案: 13038011/80568540
第5635道答案: 805728897/1417212500
第5636道答案: 2’36799/39000
第5637道答案: 12’378835/495446
第5638道答案: 2/1771
第5639道答案: 265043691/588302494
第5640道答案: 16’31987/38055
第5641道答案: 11’39479/47475
第5642道答案: 2’136061/145184
第5643道答案: 64838139/69822352
第5644道答案: 1’4091/9958
第5645道答案: 1’569/18549
第5646道答案: 1’3289/4361
第5647道答案: 3’63233341/119109250
第5648道答案: 350477/465465
第5649道答案: 41238/50407
第5650道答案: 1’14459/661980
第5651道答案: 60858/72355
第5652道答案: 1’27707200/96802929
第5653道答案: 330261559/425909254
第5654道答案: 4’150/2177
第5655道答案: 3’10663/33698
第5656道答案: 9’212/645
第5657道答案: 131626/374535
第5658道答案: 1’70337/155043
第5659道答案: 102314987/135758045
第5660道答案: 68867/159570
第5661道答案: 1’508953/603889
第5662道答案: 2’139765/246253
第5663道答案: 8349575/30763033
第5664道答案: 2’58412050/157220343
第5665道答案: 7’1833772/4142685
第5666道答案: 1’3425155/8407386
第5667道答案: 2’28559/420394
第5668道答案: 463800347/715629388
第5669道答案: 7279/14720
第5670道答案: 709113245/1509387836
第5671道答案: 2’8173/100487
第5672道答案: 56’2813/3965
第5673道答案: 2’9079/12648
第5674道答案: 198082669/875087904
第5675道答案: 5’34183/34385
第5676道答案: 3’19469979/91998041
第5677道答案: 203/7416
第5678道答案: 2’5270/7889
第5679道答案: 6’183691/1507660
第5680道答案: 1’6385843/12411000
第5681道答案: 1’29030089/237916152
第5682道答案: 83’614053/3965913
第5683道答案: 171561/331246
第5684道答案: 20051789/25261521
第5685道答案: 1’26408649/1660591672
第5686道答案: 13’1022323/1664190
第5687道答案: 6’624069/1813396
第5688道答案: 7’1796679/2844908
第5689道答案: 4’680909/3006900
第5690道答案: 3’737/1026
第5691道答案: 7402/18249
第5692道答案: 106639/120274
第5693道答案: 25’257/567
第5694道答案: 52581/62491
第5695道答案: 2’359235/4251929
第5696道答案: 656/1183
第5697道答案: 2170/11847
第5698道答案: 2’10113767/149184648
第5699道答案: 3’26315/33756
第5700道答案: 9’3521/4048
第5701道答案: 2’38342/114857
第5702道答案: 2697/9308
第5703道答案: 1’29327725/29793584
第5704道答案: 1’153256659/1371113222
第5705道答案: 1’239959351/539527598
第5706道答案: 6’71494/74685
第5707道答案: 3’69936313/149596129
第5708道答案: 1’40189/64685
第5709道答案: 57703599/271672550
第5710道答案: 916334308/1752156813
第5711道答案: 3229605/27263848
第5712道答案: 4’5935996/12747993
第5713道答案: 2’102927826/397461825
第5714道答案: 86667635/555362004
第5715道答案: 10065/58876
第5716道答案: 14’1455/2414
第5717道答案: 43’341741/419904
第5718道答案: 47393/68328
第5719道答案: 4558680/88376387
第5720道答案: 42’71/462
第5721道答案: 3’536793/1701400
第5722道答案: 121579417/124593726
第5723道答案: 1’418554567/739174588
第5724道答案: 3’8345/9844
第5725道答案: 1’290065/519142
第5726道答案: 49572904/75495555
第5727道答案: 8’6121837/10411870
第5728道答案: 1458248/2820727
第5729道答案: 72/1309
第5730道答案: 4’3256523/29436613
第5731道答案: 3’92086177/266088284
第5732道答案: 5’1988855/69640396
第5733道答案: 7’5857/249470
第5734道答案: 1’224829796/258938491
第5735道答案: 28’3322635/18883943
第5736道答案: 4609147/121627268
第5737道答案: 25141/133085
第5738道答案: 1’11625/52318
第5739道答案: 2’153442/349999
第5740道答案: 156800/170533
第5741道答案: 12’1476/1957
第5742道答案: 345777167/1556182538
第5743道答案: 14’11953735/29362782
第5744道答案: 4’833/65554
第5745道答案: 10’2607013/15377180
第5746道答案: 1’19133/25795
第5747道答案: 1’69067635/1116803354
第5748道答案: 1’107629/136644
第5749道答案: 7746/8509
第5750道答案: 3’2636251/2915031
第5751道答案: 4’1072090/3004551
第5752道答案: 1’4127/4850
第5753道答案: 444093919/1544957510
第5754道答案: 2’161601756/834089447
第5755道答案: 1’17175231/152734073
第5756道答案: 60829869/243694000
第5757道答案: 519552/8605841
第5758道答案: 31039851/169737056
第5759道答案: 1’132254837/1208604512
第5760道答案: 5’3589/4120
第5761道答案: 77345845/208692352
第5762道答案: 3’3893/97953
第5763道答案: 512841559/604445984
第5764道答案: 2’126933439/173226368
第5765道答案: 4’66101/223002
第5766道答案: 6804485/16999656
第5767道答案: 2’54053/373188
第5768道答案: 1’48542/692709
第5769道答案: 2001/4445
第5770道答案: 8’977651/1740222
第5771道答案: 33’115291/137825
第5772道答案: 16’6959695/11872088
第5773道答案: 10’960859/2734004
第5774道答案: 2’93869/196812
第5775道答案: 1048/3455
第5776道答案: 22599079/34318070
第5777道答案: 3’48748/88163
第5778道答案: 5’30161/71609
第5779道答案: 2’3421/14924
第5780道答案: 276541/380385
第5781道答案: 4’203/258
第5782道答案: 1’418993657/506664931
第5783道答案: 6’29795119/32717316
第5784道答案: 11956/23901
第5785道答案: 13’4743/4816
第5786道答案: 1’103342601/1557520631
第5787道答案: 59455167/532745312
第5788道答案: 4’183277/289278
第5789道答案: 395’5507/7839
第5790道答案: 486051802/912504869
第5791道答案: 4’11029/32926
第5792道答案: 14’653431/681090
第5793道答案: 5019/18031
第5794道答案: 2902’42962/64719
第5795道答案: 13656251/31857540
第5796道答案: 1’7018071/38008385
第5797道答案: 94’1200238/2631315
第5798道答案: 7’7181/15070
第5799道答案: 1’51857/215877
第5800道答案: 4979891/14049100
第5801道答案: 8’8/1589
第5802道答案: 22842/127925
第5803道答案: 71’969/1078
第5804道答案: 1’20654860/401463459
第5805道答案: 4’734113/1272705
第5806道答案: 19/112
第5807道答案: 1’61081/1015839
第5808道答案: 155887623/203781341
第5809道答案: 1161/3700
第5810道答案: 10’1592/11189
第5811道答案: 1’96836589/839034515
第5812道答案: 1’1575/2444
第5813道答案: 8’9066253/29823974
第5814道答案: 34568281/116352453
第5815道答案: 1’1091/2425
第5816道答案: 4’19040/53369
第5817道答案: 1’157/190
第5818道答案: 26’91/289
第5819道答案: 218’36574/592709
第5820道答案: 315172719/1540515220
第5821道答案: 414725/1481924
第5822道答案: 1’447/490
第5823道答案: 4’13654/15183
第5824道答案: 7’187328/188517
第5825道答案: 2’7897/43654
第5826道答案: 14’2807865/3590392
第5827道答案: 207591778/502186487
第5828道答案: 1’1205/4256
第5829道答案: 18’2067059/6525721
第5830道答案: 1’656443/1526595
第5831道答案: 1’10259379/13058213
第5832道答案: 1’27829/73830
第5833道答案: 7’1/46
第5834道答案: 1’55801/73124
第5835道答案: 428800/446271
第5836道答案: 1’1047/4750
第5837道答案: 620467/1153479
第5838道答案: 3’7379/9180
第5839道答案: 3’6133/16416
第5840道答案: 96’2267/5790
第5841道答案: 1’203934620/1051282457
第5842道答案: 1’31489/47850
第5843道答案: 302711/1025325
第5844道答案: 27189/85613
第5845道答案: 9’4255113/7579375
第5846道答案: 1’31206/48827
第5847道答案: 746102911/2054040656
第5848道答案: 2’3721/260700
第5849道答案: 9945/2757932
第5850道答案: 1’40153/58830
第5851道答案: 10’555602/1755455
第5852道答案: 108412114/113038695
第5853道答案: 446778441/515067650
第5854道答案: 8’949/994
第5855道答案: 15’28839469/30740525
第5856道答案: 1’161524089/290376404
第5857道答案: 1’284/395
第5858道答案: 2’112349/1638336
第5859道答案: 5’48584763/51855100
第5860道答案: 333684263/793884976
第5861道答案: 6’6227/13485
第5862道答案: 1683801/16077248
第5863道答案: 21526889/44065086
第5864道答案: 5’281/560
第5865道答案: 9’4179/5135
第5866道答案: 22’26653/56400
第5867道答案: 18’10169/28032
第5868道答案: 336’4/7
第5869道答案: 57904272/254864837
第5870道答案: 1’101508251/209667260
第5871道答案: 6’84532943/154665920
第5872道答案: 3’174607/5341869
第5873道答案: 1395/104608
第5874道答案: 1’20419764/154782433
第5875道答案: 2’18501858/64827961
第5876道答案: 1’41711/86989
第5877道答案: 44884/234403
第5878道答案: 15192583/23131284
第5879道答案: 16’566177/1329102
第5880道答案: 18198149/314957929
第5881道答案: 64021/142710
第5882道答案: 1’576511/1368045
第5883道答案: 46’767267/1643400
第5884道答案: 1323829/1666680
第5885道答案: 2667/166108
第5886道答案: 35813/839208
第5887道答案: 1’3347629/3888000
第5888道答案: 1’102175081/144796974
第5889道答案: 2’828617/1312520
第5890道答案: 1’2602472/6903319
第5891道答案: 2’86789/606034
第5892道答案: 27034616/33357621
第5893道答案: 6’8471/27869
第5894道答案: 61925/85272
第5895道答案: 50531/150084
第5896道答案: 49/505
第5897道答案: 2’35771192/38686383
第5898道答案: 3’2593/8029
第5899道答案: 68688/71951
第5900道答案: 1’78195/114224
第5901道答案: 12’87372/245803
第5902道答案: 2’4813/28891
第5903道答案: 4’12772/13029
第5904道答案: 2’6078957/67053070
第5905道答案: 2’137129/200990
第5906道答案: 134740849/146815038
第5907道答案: 1’198395553/224657824
第5908道答案: 2’1137/1144
第5909道答案: 2’628/4221
第5910道答案: 282943/529872
第5911道答案: 364455/1165364
第5912道答案: 23’22387/70975
第5913道答案: 43025/44256
第5914道答案: 10131775/175056336
第5915道答案: 1433065828/1799673799
第5916道答案: 4’2441849/4171528
第5917道答案: 2’361/15776
第5918道答案: 340388611/345864936
第5919道答案: 15’208827/863009
第5920道答案: 21’8155/8471
第5921道答案: 732451/2146725
第5922道答案: 15811991/58231127
第5923道答案: 2931235/6709554
第5924道答案: 1’1037957/1502928
第5925道答案: 210521/233627
第5926道答案: 261/40672
第5927道答案: 6137856/11161267
第5928道答案: 2’18131/45732
第5929道答案: 1’150097417/332249824
第5930道答案: 23030/25407
第5931道答案: 1’48141/359590
第5932道答案: 4’7289/19228
第5933道答案: 1’376312591/1070479862
第5934道答案: 29551711/37771110
第5935道答案: 47261/68094
第5936道答案: 6097/21750
第5937道答案: 3’7733821/18253092
第5938道答案: 15’6/95
第5939道答案: 9851215/149126796
第5940道答案: 8’156811/236170
第5941道答案: 2’5049511/12939938
第5942道答案: 251153325/1284494912
第5943道答案: 241/372
第5944道答案: 2’17/7544
第5945道答案: 12441696/80464307
第5946道答案: 2’518093/769006
第5947道答案: 1’6827591/1686563346
第5948道答案: 2’563/1055
第5949道答案: 4’6884/8037
第5950道答案: 3’792501/1404953
第5951道答案: 14387075/26189562
第5952道答案: 2’2297/58174
第5953道答案: 7’32237/134724
第5954道答案: 1’3455/9118
第5955道答案: 15’20414695/31152812
第5956道答案: 122516733/1100737526
第5957道答案: 20’238/299
第5958道答案: 9’777989/3879092
