第1道答案: 2878956/10223345
第5485道答案: 4’175114559/217539727
第5486道答案: 1’549881/1626136
第5487道答案: 78503/151287
第5488道答案: 2’2257/2392
第5489道答案: 1’1598/8085
第5490道答案: 1’857519/1548544
第5491道答案: 6’200231/1266639
第5492道答案: 1’52449/100204
第5493道答案: 20693/78210
第5494道答案: 1352/5943
第5495道答案: 1’432739441/626200273
第5496道答案: 4216190/4483781
第5497道答案: 1’6857/801350
第5498道答案: 790542063/1441094156
第5499道答案: 2’17725457/51613426
第5500道答案: 25’173489/279936
第5501道答案: 11’8359/8382
第5502道答案: 7’3121/16695
第5503道答案: 451’410/491
第5504道答案: 4’379231/393750
第5505道答案: 1’19207/28582
第5506道答案: 1’9667583/197598312
第5507道答案: 34’5491/8866
第5508道答案: 1’28255211/39954870
第5509道答案: 1’10343363/18346141
第5510道答案: 15991/393525
第5511道答案: 157869433/351501472
第5512道答案: 1’10381/97017
第5513道答案: 1068145369/1146947465
第5514道答案: 1’3047851/23276048
第5515道答案: 1’94476491/204645779
第5516道答案: 19587287/86016872
第5517道答案: 158137113/243264280
第5518道答案: 2’2350829/26507694
第5519道答案: 2’24455/24816
第5520道答案: 50’3622910/4393181
第5521道答案: 1’297329123/312194318
第5522道答案: 45002577/138659872
第5523道答案: 164751616/279235835
第5524道答案: 5491/19642
第5525道答案: 11’22434685/25580232
第5526道答案: 1’201904289/582172956
第5527道答案: 3’5397055/14299908
第5528道答案: 11’77756071/85593472
第5529道答案: 1’109465/425383
第5530道答案: 522673301/773562264
第5531道答案: 9’442047/1720201
第5532道答案: 4692/15025
第5533道答案: 3’11453/15480
第5534道答案: 1’4557271/8917568
第5535道答案: 8’22953/48184
第5536道答案: 7’16311215/32066208
第5537道答案: 2’29459/92263
第5538道答案: 1’461395027/1200320352
第5539道答案: 29585/304096
第5540道答案: 895948003/896999168
第5541道答案: 382/385
第5542道答案: 47840/83979
第5543道答案: 10’12619/12992
第5544道答案: 13’19351/210748
第5545道答案: 6’1868/4293
第5546道答案: 6/7
第5547道答案: 468345717/508431632
第5548道答案: 18879038/30000553
第5549道答案: 269546/690465
第5550道答案: 127127941/550202730
第5551道答案: 15’3394/22041
第5552道答案: 2’143818/280007
第5553道答案: 2’1552087/10858360
第5554道答案: 17416207/36891166
第5555道答案: 3’10805691/12456400
第5556道答案: 1’39445/45368
第5557道答案: 11’5436547/64184664
第5558道答案: 1’215291/481618
第5559道答案: 1884225/6943168
第5560道答案: 17’64/467
第5561道答案: 17’6230899/7938752
第5562道答案: 20’2632429/13945932
第5563道答案: 2’56003/62602
第5564道答案: 72259571/87189349
第5565道答案: 5’14419/44870
第5566道答案: 9’36703/68992
第5567道答案: 2’89699/163830
第5568道答案: 46268/320679
第5569道答案: 30’3942/6913
第5570道答案: 3’90172640/93360899
第5571道答案: 1’724045783/1000179080
第5572道答案: 1’281710897/465783716
第5573道答案: 2’72729/81176
第5574道答案: 14’83419671/95968750
第5575道答案: 7796/272233
第5576道答案: 1’432327/1253101
第5577道答案: 2/119
第5578道答案: 202’307/896
第5579道答案: 26’71531319/77011441
第5580道答案: 3’9751/92229
第5581道答案: 64’5389/8019
第5582道答案: 1’78092907/131615666
第5583道答案: 15557865/24677888
第5584道答案: 1’66175849/1638539541
第5585道答案: 3’610453/1634599
第5586道答案: 264965/9819498
第5587道答案: 13’4131/4880
第5588道答案: 1’45787/49450
第5589道答案: 4’11149753/22382750
第5590道答案: 545160/4609999
第5591道答案: 1’75480399/577809535
第5592道答案: 2’4284/284983
第5593道答案: 91531/155036
第5594道答案: 763702411/1891159648
第5595道答案: 1’153908/167897
第5596道答案: 2’1093/8991
第5597道答案: 1’8311220/64946297
第5598道答案: 242193/391204
第5599道答案: 1’3106/148143
第5600道答案: 11’15190268/15960063
第5601道答案: 25429/31605
第5602道答案: 42018167/943888256
第5603道答案: 931767/5739622
第5604道答案: 12’5893/11875
第5605道答案: 4’75449675/192653003
第5606道答案: 56’476215/826348
第5607道答案: 1’8451/57451
第5608道答案: 104582/293909
第5609道答案: 1’195329488/222061939
第5610道答案: 1’9979/76836
第5611道答案: 4’56758963/103421598
第5612道答案: 3’147704433/328295180
第5613道答案: 6’11730183/33529355
第5614道答案: 4’839/1148
第5615道答案: 11’4342003/5930730
第5616道答案: 2’22640/116809
第5617道答案: 1’40749369/82894970
第5618道答案: 1’44709/376268
第5619道答案: 7’7696817/15398592
第5620道答案: 6’1537/7050
第5621道答案: 396’8534/45291
第5622道答案: 7’100508683/193414328
第5623道答案: 1’3314/13311
第5624道答案: 138’2969/3192
第5625道答案: 1’6654/83197
第5626道答案: 4’143033/917056
第5627道答案: 37’877/2453
第5628道答案: 1’59737/214183
第5629道答案: 1’65077/183159
第5630道答案: 1’561323/640805
第5631道答案: 10’1151221/1527500
第5632道答案: 1’3352079/19586907
第5633道答案: 45415/49543
第5634道答案: 1’19789/86726
第5635道答案: 86420/427101
第5636道答案: 4772/23653
第5637道答案: 8’25717/611426
第5638道答案: 115101/9973592
第5639道答案: 33631/65925
第5640道答案: 138161938/1922005827
第5641道答案: 32501808/126492947
第5642道答案: 1’1469/4086
第5643道答案: 149977560/259255013
第5644道答案: 33723/35230
第5645道答案: 3’398399/432208
第5646道答案: 4’549793/550528
第5647道答案: 7’4049/4455
第5648道答案: 3’1919963/3277168
第5649道答案: 616942/3195801
第5650道答案: 417163/567728
第5651道答案: 4’3039/1215890
第5652道答案: 8’4082509/65898270
第5653道答案: 2320116/2944583
第5654道答案: 13626800/25723387
第5655道答案: 0
第5656道答案: 8873483/34831988
第5657道答案: 25’115/392
第5658道答案: 1464593/37925925
第5659道答案: 104584/9379515
第5660道答案: 1’28758521/287716975
第5661道答案: 4321930/33897051
第5662道答案: 8’508987/3277040
第5663道答案: 2’11993/13741
第5664道答案: 921’46813/160776
第5665道答案: 330531109/387804060
第5666道答案: 37515341/93408611
第5667道答案: 1’236777573/1083897104
第5668道答案: 6748/12255
第5669道答案: 720414679/796185392
第5670道答案: 3551/5187
第5671道答案: 363/49792
第5672道答案: 1’518804819/537611327
第5673道答案: 1’24885/127912
第5674道答案: 4’22595/66552
第5675道答案: 1’9719655/30507776
第5676道答案: 2103288/31684955
第5677道答案: 42’3710/3757
第5678道答案: 6’837559/1013985
第5679道答案: 828’64124/112117
第5680道答案: 4’45299/52894
第5681道答案: 2’11813/31605
第5682道答案: 1’83196608/151355789
第5683道答案: 815676/2138225
第5684道答案: 1356/10615
第5685道答案: 4’20567/26418
第5686道答案: 1459202192/1979640351
第5687道答案: 1’223303/399212
第5688道答案: 15’709205/742748
第5689道答案: 19’11933/12950
第5690道答案: 1’25740803/77315940
第5691道答案: 1’600151/1775710
第5692道答案: 7’13100/73069
第5693道答案: 2’1139803/2624710
第5694道答案: 1’7287233/42377247
第5695道答案: 20479/3475285
第5696道答案: 15’409333/545112
第5697道答案: 45072025/102438448
第5698道答案: 8’242824/357643
第5699道答案: 2’81501/515096
第5700道答案: 1018751982/1896559331
第5701道答案: 13632500/34972857
第5702道答案: 11312677/29588160
第5703道答案: 4’82149411/88707385
第5704道答案: 9015916/132447899
第5705道答案: 7’78159/320210
第5706道答案: 1703885/7504938
第5707道答案: 67246869/91468204
第5708道答案: 1’24032/24069
第5709道答案: 231361165/552738432
第5710道答案: 5’534329/2290442
第5711道答案: 2789/2880
第5712道答案: 4’96797449/306790478
第5713道答案: 59605/338174
第5714道答案: 2753790/12583907
第5715道答案: 32736292/73033953
第5716道答案: 2’11085/54802
第5717道答案: 116’169671/1280797
第5718道答案: 127029/761851
第5719道答案: 44150077/65746728
第5720道答案: 3’98660439/238418000
第5721道答案: 28’2110/6057
第5722道答案: 16415/114866
第5723道答案: 3’3786/6193
第5724道答案: 3’66509773/529707872
第5725道答案: 2’45037426/716062663
第5726道答案: 1’32531/300217
第5727道答案: 158090011/242485960
第5728道答案: 19/91
第5729道答案: 21’38366/40643
第5730道答案: 1’111275/145684
第5731道答案: 1’993266/2463255
第5732道答案: 54833195/866923618
第5733道答案: 37724333/46932006
第5734道答案: 1’7954743/59978224
第5735道答案: 3’17206817/225750246
第5736道答案: 45’11085/11431
第5737道答案: 15’77932267/134631688
第5738道答案: 1’11611/74425
第5739道答案: 350’725662/932553
第5740道答案: 784645331/1597805806
第5741道答案: 55205/55328
第5742道答案: 64718387/92636300
第5743道答案: 3’11995395/24284546
第5744道答案: 32577487/34965244
第5745道答案: 7’56/1797
第5746道答案: 19099/988722
第5747道答案: 2’412035560/583180801
第5748道答案: 2’51877/61490
第5749道答案: 722/1041
第5750道答案: 30’221603/251020
第5751道答案: 231’118499/2015676
第5752道答案: 221122/6669675
第5753道答案: 3’21647/22794
第5754道答案: 527/3045
第5755道答案: 10167/41275
第5756道答案: 3’5848597/124167560
第5757道答案: 5’22129/23947
第5758道答案: 117’16199/43945
第5759道答案: 4’150951/197776
第5760道答案: 1’37542/1201543
第5761道答案: 14’15382/37365
第5762道答案: 1392754/3469131
第5763道答案: 1’9745/98739
第5764道答案: 3’4309/34452
第5765道答案: 4885/155064
第5766道答案: 5513303/43301309
第5767道答案: 13’981/1127
第5768道答案: 208873/558697
第5769道答案: 61/866
第5770道答案: 2’4229567/5710848
第5771道答案: 2’57325791/81062576
第5772道答案: 145/266
第5773道答案: 3’1330977/3432208
第5774道答案: 208161119/1002980054
第5775道答案: 25215/124046
第5776道答案: 19396690/33303213
第5777道答案: 4’28045/82902
第5778道答案: 31106/118745
第5779道答案: 3’14745/17279
第5780道答案: 71282764/271459325
第5781道答案: 5’11266379/18908462
第5782道答案: 1’8033/12139
第5783道答案: 4’207497/361998
第5784道答案: 556965043/2030215932
第5785道答案: 8’26435291/41927776
第5786道答案: 6’666993/770560
第5787道答案: 85374/142835
第5788道答案: 4’137429/169830
第5789道答案: 25971/38710
第5790道答案: 3’384577/2532600
第5791道答案: 1’4873389/130434542
第5792道答案: 7’6730/59731
第5793道答案: 1’88329/201788
第5794道答案: 4’23171/57684
第5795道答案: 4’35378192/52019819
第5796道答案: 2’2629/72540
第5797道答案: 46136/182965
第5798道答案: 460’48065/54162
第5799道答案: 1’4765079/15411357
第5800道答案: 59/728
第5801道答案: 3’3961835/5815343
第5802道答案: 1’29237/126293
第5803道答案: 1’285169/5999994
第5804道答案: 160759/239890
第5805道答案: 329/15194
第5806道答案: 2’11831437/37441140
第5807道答案: 4’68683/115872
第5808道答案: 346887793/558749064
第5809道答案: 32’550069/1730460
第5810道答案: 1’488593155/608131534
第5811道答案: 139613881/146963693
第5812道答案: 5056/47061
第5813道答案: 1’19163411/134154172
第5814道答案: 37392/101875
第5815道答案: 2’45998546/148442795
第5816道答案: 5’62036459/308779892
第5817道答案: 1’35839/60187
第5818道答案: 1’1969/111228
第5819道答案: 12’1109813/1961444
第5820道答案: 1’97542221/1992911310
第5821道答案: 9’18387/24416
第5822道答案: 2’4422785/4536168
第5823道答案: 879307/52356780
第5824道答案: 75390/214393
第5825道答案: 106’1881646/1921535
第5826道答案: 4’55169063/57161148
第5827道答案: 7’1/51
第5828道答案: 75327137/873803632
第5829道答案: 57’1613/2076
第5830道答案: 7’4647/8554
第5831道答案: 39870269/94967054
第5832道答案: 27’601/5628
第5833道答案: 1’68207/194225
第5834道答案: 3329/3360
第5835道答案: 1’142442069/301907033
第5836道答案: 3’104594380/167504841
第5837道答案: 11823646/14422265
第5838道答案: 2’7667/10044
第5839道答案: 5’59676/59717
第5840道答案: 2’3056/59455
第5841道答案: 3’77516/125309
第5842道答案: 2’1113291/1472744
第5843道答案: 29426625/774605236
第5844道答案: 2’131/3850
第5845道答案: 1’793783/1695261
第5846道答案: 203931/391375
第5847道答案: 1’2781/28304
第5848道答案: 2’3809329/13870640
第5849道答案: 1’11129/17986
第5850道答案: 55821151/185791860
第5851道答案: 14’1526109/2354648
第5852道答案: 1035923/12669000
第5853道答案: 3’8323/11924
第5854道答案: 5538973/9319026
第5855道答案: 1’991/4130
第5856道答案: 4’50237/360010
第5857道答案: 2’609028/821875
第5858道答案: 13227709/35101122
第5859道答案: 2’34234957/218584968
第5860道答案: 697942853/951069056
第5861道答案: 1’45778539/276986762
第5862道答案: 1’83366/171941
第5863道答案: 102527/201390
第5864道答案: 30127/85315
第5865道答案: 783207/971432
第5866道答案: 98099/368321
第5867道答案: 406783/1243284
第5868道答案: 103332/394685
第5869道答案: 7’8093671/76858032
第5870道答案: 10158/10777
第5871道答案: 3’16326866/40434495
第5872道答案: 1’64085521/68491647
第5873道答案: 31’178187/267852
第5874道答案: 262572782/613947775
第5875道答案: 97826806/103389453
第5876道答案: 2’155987/249305
第5877道答案: 685/224718
第5878道答案: 1377933904/1400329009
第5879道答案: 1’26030/128557
第5880道答案: 444289256/790397787
第5881道答案: 7654/37107
第5882道答案: 133’33/70
第5883道答案: 8’8234/30923
第5884道答案: 1058435515/1660746576
第5885道答案: 1’20526/366265
第5886道答案: 19’267313/545123
第5887道答案: 1’13514/135503
第5888道答案: 11899819/18099666
第5889道答案: 9’1232/1695
